Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,has_newcomer_labels,found_newcomer_labels,contributors_count,commits_count,first_contributor_date,first_commit_files_changed,first_commit_additions,first_commit_deletions,first_commit_language,owner_type,size,subscribers_count,watchers_count,languages,Number of pull requests open,Number of pull requests merged,Number of pull requests closed,Number of issues open,Number of issues closed,Average time to close a pull request (days),Average time to close an issue (days),Average number of commits per month,Average number of newcomers per month,Average number of forks per month,Average number of stars per month,Size of README (KB),Size of CONTRIBUTING (KB),Size of CODE_OF_CONDUCT (KB),Repository age (months),full_name,distros_present,exclusion_reasons
rmf_visualization,open-rmf,Visualization tools for OpenRMF,https://github.com/open-rmf/rmf_visualization,1236,26,20,8,,Apache-2.0,True,False,False,False,False,True,good first issue,16,305,2019-11-14T07:32:10Z,2,203,0,docs,Organization,1236,8,26,C++;Python;CMake,1,66,72,7,9,37.91,55.27,5.08,0.35,0.33,0.43,6.82,0.0,0.0,60,open-rmf/rmf_visualization,humble|jazzy|kilted,
turtlebot3,ROBOTIS-GIT,ROS packages for Turtlebot3,https://github.com/ROBOTIS-GIT/turtlebot3,123134,1895,1129,6,dynamixel;gazebo;mobile;navigation;package;robot;robotis;ros;slam;turtlebot;turtlebot3,Apache-2.0,True,True,False,False,False,False,,26,1024,2016-06-21T07:14:23Z,3,57,0,config,Organization,123134,64,1895,C++;Python;CMake;Shell;Dockerfile;Lua,2,252,314,4,805,44.39,227.55,8.75,0.32,9.65,16.2,2.61,0.89,0.0,117,ROBOTIS-GIT/turtlebot3,humble|jazzy|kilted,
turtlebot3_manipulation,ROBOTIS-GIT,OpenManipulator with TurtleBot3 packages,https://github.com/ROBOTIS-GIT/turtlebot3_manipulation,9638,84,47,5,arduino;dynamixel;gazebo;manipultor;moveit;openmanipultor;package;robot;robotis;ros;turtlebot;turtlebot3,Apache-2.0,True,True,False,False,False,False,,6,304,2018-05-23T11:11:11Z,109,9887,0,config,Organization,9638,12,84,C++;Python;CMake;C;Lua,2,35,39,3,47,32.11,326.99,3.23,0.1,0.5,0.89,2.75,1.18,0.0,94,ROBOTIS-GIT/turtlebot3_manipulation,humble|jazzy|kilted,
depthai-ros,luxonis,Official ROS Driver for DepthAI Sensors.,https://github.com/luxonis/depthai-ros,128064,331,236,199,camera;camera-driver;computer-vision;cv;depthai;robotics;ros,MIT,True,False,False,True,False,True,good first issue,22,321,2020-07-30T19:20:47Z,11,1057,0,code,Organization,128064,16,331,C++;Python;CMake;Shell;Dockerfile,8,263,284,191,293,11.81,74.08,4.72,0.34,3.47,4.87,0.3,0.0,0.0,68,luxonis/depthai-ros,humble|jazzy|kilted,
ros2_kortex,Kinovarobotics,ROS2 driver for the Gen3 Kinova robot arm,https://github.com/Kinovarobotics/ros2_kortex,23329,108,96,49,,Other,True,False,False,False,False,True,good first issue,23,206,2021-06-21T18:31:06Z,300,64767,0,code,Organization,23329,10,108,Python;C++;CMake;C,11,178,211,38,83,20.86,222.33,3.68,0.5,1.71,1.93,20.13,0.0,0.0,56,Kinovarobotics/ros2_kortex,humble|jazzy,
moveit_resources,ros-planning,"URDFs, meshes, and config packages for MoveIt testing",https://github.com/moveit/moveit_resources,37181,98,140,24,,,True,False,False,False,False,False,,30,178,2012-12-11T14:57:21Z,1,4,0,docs,Organization,37181,20,98,Python;CMake,10,133,162,14,24,19.43,157.51,1.12,0.23,0.88,0.62,0.8,0.0,0.0,159,moveit/moveit_resources,humble|jazzy|kilted,
mrpt_sensors,mrpt-ros-pkg,ROS2 nodes for robotics sensors via mrpt-hwdrivers,https://github.com/mrpt-ros-pkg/mrpt_sensors,302,8,1,1,c-plus-plus;mrpt;robotics;ros;sensors,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,102,2017-11-26T21:55:42Z,2,31,0,docs,Organization,302,2,8,C++;Python;CMake;Shell,0,4,5,1,4,0.05,8.51,1.02,0.02,0.01,0.08,23.8,0.0,0.0,100,mrpt-ros-pkg/mrpt_sensors,humble|jazzy|kilted,
rmf_demos,open-rmf,Demonstrations of Open-RMF,https://github.com/open-rmf/rmf_demos,64770,476,141,49,,Apache-2.0,True,True,False,False,False,True,good first issue,31,498,2020-02-03T12:29:05Z,1,201,0,other,Organization,64770,16,476,Python;Shell;CMake,9,196,226,40,72,42.09,37.87,8.16,0.61,2.31,7.8,15.82,0.89,0.0,61,open-rmf/rmf_demos,humble|jazzy|kilted,
rmf_ros2,open-rmf,Internal ROS infrastructure for RMF,https://github.com/open-rmf/rmf_ros2,4215,104,89,80,,Apache-2.0,True,True,False,False,False,True,good first issue,29,630,2019-08-21T06:25:59Z,2,203,0,docs,Organization,4215,14,104,C++;Python;CMake;Dockerfile;Shell;HTML,5,297,335,75,92,32.53,72.32,10.5,0.55,1.48,1.73,1.0,0.89,0.0,60,open-rmf/rmf_ros2,humble|jazzy|kilted,
ros2_tracing,ros2,Tracing tools for ROS 2.,https://github.com/ros2/ros2_tracing,3599,237,69,23,instrumentation;performance-analysis;ros;ros2;ros2-tracing;tools;tracing,Apache-2.0,True,True,False,False,False,True,good first issue,30,1144,2019-05-14T13:46:15Z,1,0,0,docs,Organization,3599,22,237,Python;C++;C;CMake;Makefile,6,157,166,17,46,23.82,92.71,15.46,0.43,0.93,3.2,18.33,0.89,0.0,74,ros2/ros2_tracing,humble|jazzy|kilted,
rosbridge_suite,RobotWebTools,Server Implementations of the rosbridge v2 Protocol,https://github.com/RobotWebTools/rosbridge_suite,3716,1168,579,33,,BSD-3-Clause,True,False,False,False,False,False,,116,962,2012-07-24T17:58:19Z,1,0,0,other,Organization,3716,40,1168,Python;CMake,4,548,668,29,443,31.16,351.28,5.98,0.86,3.6,7.25,4.15,0.0,0.0,161,RobotWebTools/rosbridge_suite,humble|jazzy|kilted,
turtlebot3_applications,ROBOTIS-GIT,Applications for TurtleBot3,https://github.com/ROBOTIS-GIT/turtlebot3_applications,6875,104,51,0,dynamixel;gazebo;mobile;navigation;package;robot;robotis;ros;slam;turtlebot;turtlebot3,,True,True,False,False,False,False,,11,441,2017-03-17T06:16:35Z,2,230,0,config,Organization,6875,20,104,Python;C++;CMake,0,48,59,0,18,10.34,371.68,4.08,0.12,0.47,0.96,2.54,0.62,0.0,108,ROBOTIS-GIT/turtlebot3_applications,humble|jazzy,
turtlebot4_simulator,turtlebot,TurtleBot 4 Simulator packages,https://github.com/turtlebot/turtlebot4_simulator,126,98,58,7,,Apache-2.0,True,False,False,True,False,True,good first issue,7,101,2022-02-11T19:12:00Z,29,3231,0,config,Organization,126,14,98,Python;C++;QML;CMake,0,23,25,7,62,15.27,85.95,2.06,0.14,1.18,2.0,0.59,0.0,0.0,49,turtlebot/turtlebot4_simulator,humble|jazzy,
Universal_Robots_ROS2_Driver,UniversalRobots,Universal Robots ROS2 driver supporting CB3 and e-Series,https://github.com/UniversalRobots/Universal_Robots_ROS2_Driver,46492,726,317,83,robotics;ros-industrial;ros2;ros2-foxy;ros2-galactic;ros2-humble;ros2-rolling,BSD-3-Clause,True,True,False,False,False,True,good first issue,43,710,2020-10-29T19:11:12Z,117,10363,0,code,Organization,46492,14,726,C++;Python;CMake;Shell;Batchfile;Emacs Lisp,23,932,1037,60,512,21.13,138.9,10.92,0.71,4.88,11.17,12.71,2.29,0.0,65,UniversalRobots/Universal_Robots_ROS2_Driver,humble|jazzy|kilted,
yasmin,uleroboticsgroup,YASMIN (Yet Another State MachINe),https://github.com/uleroboticsgroup/yasmin,97978,240,44,0,cpp;python;ros2;ros2-foxy;ros2-galactic;ros2-humble;ros2-iron;ros2-jazzy;ros2-kilted;ros2-rolling;state-machine,GPL-3.0,True,False,False,False,False,True,good first issue,22,576,2021-08-25T09:43:35Z,1,2,0,docs,Organization,97978,7,240,C++;Python;JavaScript;CMake;HTML;CSS;Dockerfile;Makefile;Shell,0,34,34,0,40,5.88,57.73,12.52,0.5,0.96,5.22,94.26,0.0,0.0,46,uleroboticsgroup/yasmin,humble|jazzy|kilted,
auto-apms,AutoAPMS,A versatile framework for developing robot behaviors using behavior trees in ROS 2.,https://github.com/AutoAPMS/auto-apms,2477,91,8,2,autoapms;behavior;behavior-tree;control;mission;planning;robot;ros2;task,Apache-2.0,True,True,False,False,False,True,good first issue,2,317,2024-07-23T14:15:24Z,1,201,0,other,Organization,2477,3,91,C++;Python;CMake,1,11,14,1,1,0.3,59.17,15.85,0.15,0.4,4.55,24.46,0.62,0.0,20,AutoAPMS/auto-apms,jazzy|kilted,
agnocast,autowarefoundation,"An rclcpp-compatible true zero-copy IPC middleware that supports all ROS message types, including message structs already generated by rosidl.",https://github.com/autowarefoundation/agnocast,3086,168,10,57,autoware;dds;inter-process-communication;ipc;kernel-module;middleware;publish-subscribe;pubsub;request-response;rmw;robotics;ros2;ros2-humble;ros2-jazzy;shared-memory;smart-pointer;zenoh;zero-copy;zero-copy-ipc,Apache-2.0,True,True,False,True,False,True,good first issue,13,912,2024-07-03T02:44:20Z,35,2730,0,code,Organization,3086,7,168,C++;C;Python;Rust;Shell;CMake;Promela;EmberScript;Makefile,11,917,995,46,92,3.12,37.24,45.6,0.65,0.5,8.4,12.93,2.5,0.0,20,autowarefoundation/agnocast,humble,
autoware_internal_msgs,autowarefoundation,,https://github.com/autowarefoundation/autoware_internal_msgs,143,2,29,6,,Apache-2.0,True,True,True,True,False,True,good first issue,16,70,2024-02-26T07:25:48Z,1,1,0,docs,Organization,143,3,2,CMake,6,68,75,0,2,13.06,96.73,2.8,0.68,1.16,0.08,0.02,0.1,5.36,25,autowarefoundation/autoware_internal_msgs,humble|jazzy|kilted,
autoware_rviz_plugins,autowarefoundation,,https://github.com/autowarefoundation/autoware_rviz_plugins,3107,4,14,9,,Apache-2.0,True,True,True,True,False,True,good first issue,9,23,2025-04-22T03:57:07Z,2,202,0,docs,Organization,3107,2,4,C++;CMake,8,22,25,1,0,3.54,,2.09,0.82,1.27,0.36,0.02,0.1,5.36,11,autowarefoundation/autoware_rviz_plugins,humble,
image_common,ros-perception,Common code for working with images in ROS,https://github.com/ros-perception/image_common,1366,145,245,45,,,False,False,False,False,False,False,,68,534,2009-09-01T03:05:42Z,0,0,0,other,Organization,1366,18,145,C++;Python;CMake;C,7,176,239,38,107,164.73,924.99,3.3,0.52,1.51,0.9,0.0,0.0,0.0,162,ros-perception/image_common,humble|jazzy|kilted,
crane_plus,rt-net,CRANE+ V2 ROS 2 Packages,https://github.com/rt-net/crane_plus,13315,59,9,4,crane-plus;robot;ros2,Apache-2.0,True,False,False,False,False,True,good first issue,4,70,2020-09-15T04:47:32Z,13,415,0,config,Organization,13315,3,59,C++;Python;CMake;C;Dockerfile;Shell,2,75,78,2,12,18.42,176.06,1.06,0.09,0.14,0.89,5.46,0.0,0.0,66,rt-net/crane_plus,humble|jazzy,
create3_examples,iRobotEducation,Example nodes to drive the iRobot® Create® 3 Educational Robot,https://github.com/iRobotEducation/create3_examples,187,59,18,18,,BSD-3-Clause,True,False,False,False,False,True,good first issue,6,104,2021-09-24T18:55:45Z,1,2,0,docs,Organization,187,10,59,C++;Python;CMake,0,20,23,18,20,21.4,9.11,1.93,0.15,0.33,1.09,1.25,0.0,0.0,54,iRobotEducation/create3_examples,humble|jazzy,
variants,ros2,Variants for ROS 2 (implemented as ament packages),https://github.com/ros2/variants,87,10,12,0,,Apache-2.0,True,False,False,False,False,True,good first issue,18,54,2018-07-11T23:50:47Z,2,203,0,docs,Organization,87,19,10,CMake,0,36,40,0,5,13.85,69.47,0.59,0.2,0.13,0.11,0.06,0.0,0.0,92,ros2/variants,humble|jazzy|kilted,
diagnostics,ros,"Packages related to gathering, viewing, and analyzing diagnostics data from robots.",https://github.com/ros/diagnostics,9550,148,202,42,diagnostics;monitoring;ros,Other,True,False,False,False,False,False,,61,1178,2008-08-12T20:35:34Z,1,30,0,config,Organization,9550,16,148,C++;Python;CMake,15,347,413,27,95,54.59,169.04,7.32,0.64,1.25,0.92,21.7,0.0,0.0,161,ros/diagnostics,humble|jazzy|kilted,
ewellix_lift_common,clearpathrobotics,"Ewellix TLT and UR lifts description, MoveIt config, and ROS interfaces",https://github.com/clearpathrobotics/ewellix_lift_common,2934,1,0,0,,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,46,2024-12-05T18:11:16Z,39,399850,0,config,Organization,2934,0,1,Python;CMake,0,1,1,0,0,0.0,,5.75,0.25,0.0,0.12,4.31,0.0,0.0,8,clearpathrobotics/ewellix_lift_common,humble|jazzy,
joystick_drivers,ros-drivers,ROS drivers for joysticks,https://github.com/ros-drivers/joystick_drivers,771,262,321,48,,,True,False,False,False,False,False,,37,540,2009-06-23T22:39:11Z,6,196,0,code,Organization,771,16,262,C++;Python;CMake;C,10,83,121,38,139,123.17,267.95,3.35,0.4,1.99,1.63,0.75,0.0,0.0,161,ros-drivers/joystick_drivers,humble|jazzy|kilted,
launch,ros2,Tools for launching multiple processes and for writing tests involving multiple processes.,https://github.com/ros2/launch,2367,151,163,131,,Apache-2.0,True,True,False,False,False,True,good first issue,82,640,2015-03-18T21:28:58Z,2,215,0,docs,Organization,2367,23,151,Python;CMake;C++;Batchfile;Makefile;Shell,27,527,586,104,213,29.69,121.36,4.85,0.67,1.23,1.14,0.43,0.89,0.0,132,ros2/launch,humble|jazzy|kilted,
moveit_task_constructor,moveit,A hierarchical multi-stage manipulation planner,https://github.com/moveit/moveit_task_constructor,3413,254,176,115,,BSD-3-Clause,True,False,False,False,False,False,,35,1432,2017-02-27T10:49:22Z,3,28,0,code,Organization,3413,28,254,C++;Python;CMake;C,11,249,367,104,237,63.03,73.09,13.26,0.33,1.63,2.35,2.56,0.0,0.0,108,moveit/moveit_task_constructor,humble|jazzy|kilted,
ublox_dgnss,aussierobots,"This usb based ROS2 driver is focused on UBLOX UBX messaging, for ZED-X20P, ZED-F9P and ZED-F9R devices. High precision data is available as well as moving base station configurations.",https://github.com/aussierobots/ublox_dgnss,595,71,44,6,dgnss;gps;gps-data;gps-location;high-precision;ntripcaster;ntripclient;ros2;ublox;ubx,Apache-2.0,True,False,False,False,False,True,good first issue,11,270,2021-05-09T22:39:00Z,3,726,0,config,Organization,595,4,71,C++;Python;CMake;C,0,25,27,6,24,8.85,83.45,4.66,0.19,0.76,1.22,16.07,0.0,0.0,58,aussierobots/ublox_dgnss,humble|jazzy|kilted,
qt_gui_core,ros-visualization,,https://github.com/ros-visualization/qt_gui_core,2871,40,82,17,,BSD-3-Clause,False,False,False,False,False,False,,45,890,2011-10-01T10:16:18Z,4,30,0,config,Organization,2871,9,40,Python;C++;CMake;C,6,191,223,11,82,27.04,291.99,5.49,0.33,0.51,0.25,0.0,0.0,0.0,162,ros-visualization/qt_gui_core,humble|jazzy|kilted,
rmf_simulation,open-rmf,Support plugins for simulating RMF scenarios,https://github.com/open-rmf/rmf_simulation,643,18,24,8,,Apache-2.0,True,True,False,False,False,True,good first issue,14,110,2020-11-17T09:12:31Z,22,3286,0,code,Organization,643,12,18,C++;CMake;QML,1,106,120,7,30,38.79,142.95,1.8,0.26,0.39,0.3,11.76,0.89,0.0,61,open-rmf/rmf_simulation,humble|jazzy|kilted,
soccer_interfaces,ros-sports,A set of packages which contain common soccer interface files,https://github.com/ros-sports/soccer_interfaces,11185,10,3,0,,Apache-2.0,True,False,False,False,False,True,good first issue,4,124,2021-09-22T23:52:48Z,2,43,0,config,Organization,11185,5,10,CMake,0,44,54,0,11,3.83,22.42,2.3,0.07,0.06,0.19,1.29,0.0,0.0,54,ros-sports/soccer_interfaces,humble|jazzy|kilted,
talos_robot,pal-robotics,,https://github.com/pal-robotics/talos_robot,20931,25,18,6,biped;bipedal-robots;force-torque-sensor;grasping;humanoid-control;humanoid-robot;humanoid-walking;imu-sensor;mpc-control;robotics;ros;torque-control;torque-sensors;walking-robot;whole-body-control,Apache-2.0,False,False,False,False,False,True,good first issue,16,889,2016-07-13T13:03:36Z,32,775,0,config,Organization,20931,10,25,Python;CMake,1,0,0,5,2,,1.25,9.07,0.29,0.18,0.26,0.0,0.0,0.0,98,pal-robotics/talos_robot,humble,
ament_cmake_ros,ros2,,https://github.com/ros2/ament_cmake_ros,168,7,13,0,,Apache-2.0,False,True,False,False,False,True,good first issue,25,89,2017-01-03T17:55:25Z,2,215,0,docs,Organization,168,20,7,C;CMake;Python;C++,0,52,56,0,5,6.38,82.79,0.81,0.24,0.12,0.06,0.0,0.89,0.0,110,ros2/ament_cmake_ros,humble|jazzy|kilted,
apriltag_detector,ros-misc-utilities,ROS/ROS2 package tag detection using the UMich or MIT Apriltag library,https://github.com/ros-misc-utilities/apriltag_detector,1231,20,7,2,,,True,False,False,False,False,True,good first issue,3,28,2022-12-17T16:54:19Z,27,1571,0,code,Organization,1231,1,20,C++;CMake;Python,0,12,14,2,3,6.24,19.94,0.72,0.08,0.18,0.51,2.5,0.0,0.0,39,ros-misc-utilities/apriltag_detector,humble|jazzy|kilted,
bcr_arm,blackcoffeerobotics,"bcr arm: A 7-DOF robotic arm simulation with ROS2 Control, MoveIt motion planning, and support for ROS2 Humble, ROS2 Jazzy, GZ Fortress, GZ Harmonic, and NVIDIA Isaac Sim",https://github.com/blackcoffeerobotics/bcr_arm,8300,64,15,1,gazebo-simulator;isaac-sim;moveit2;ros2;ros2-jazzy,Apache-2.0,True,False,False,False,False,True,good first issue,2,23,2025-07-02T06:38:51Z,111,7565,0,code,Organization,8300,1,64,Python;CMake,1,0,0,0,4,,27.22,2.88,0.25,1.88,8.0,4.7,0.0,0.0,8,blackcoffeerobotics/bcr_arm,humble|jazzy,
bond_core,ros,Maintains a bond (i.e. heart beat ) between ROS nodes and provides feedback when the bond is broken,https://github.com/ros/bond_core,2822,42,72,18,,,True,False,False,False,False,False,,26,585,2009-09-04T23:10:08Z,237,37353,0,code,Organization,2822,14,42,C++;Python;CMake,1,58,76,17,21,137.77,125.39,3.63,0.2,0.45,0.26,0.38,0.0,0.0,161,ros/bond_core,humble|jazzy|kilted,
image_transport_plugins,ros-perception,A set of plugins for publishing and subscribing to sensor_msgs/Image topics in representations other than raw pixel data.,https://github.com/ros-perception/image_transport_plugins,819,74,134,18,,BSD-3-Clause,True,False,False,False,False,False,,31,277,2009-09-01T00:17:11Z,24,1166,0,code,Organization,819,9,74,C++;CMake;Python,6,110,139,12,55,97.98,657.64,1.73,0.29,0.84,0.46,5.28,0.0,0.0,160,ros-perception/image_transport_plugins,humble|jazzy|kilted,
create_robot,AutonomyLab,ROS driver for iRobot Create 1 and 2.,https://github.com/AutonomyLab/create_robot,817,220,176,24,create;driver;hacktoberfest;irobot;ros,BSD-3-Clause,True,False,False,False,False,False,,11,183,2015-12-11T21:57:33Z,9,471,0,code,Organization,817,21,220,C++;CMake,2,39,47,22,41,121.72,231.73,1.49,0.1,1.43,1.79,13.26,0.0,0.0,123,AutonomyLab/create_robot,humble,
gz_ros2_control,ros-controls,Connect the latest version of Gazebo with ros2_control.,https://github.com/ros-controls/gz_ros2_control,1545,229,141,45,gazebo;ignitionrobotics;robot-control;robot-simulation;ros;ros2;ros2-control,Apache-2.0,True,False,False,False,False,True,good first issue,45,353,2021-03-13T22:56:19Z,1,1,0,docs,Organization,1545,14,229,Python;C++;CMake;Dockerfile;Shell,14,566,607,31,128,10.54,143.07,5.88,0.75,2.35,3.82,6.12,0.0,0.0,60,ros-controls/gz_ros2_control,humble|jazzy|kilted,
teleop_tools,ros-teleop,A set of generic teleoperation tools for any robot.,https://github.com/ros-teleop/teleop_tools,278,222,157,16,,,True,False,False,False,False,True,good first issue,29,191,2013-08-20T13:58:42Z,7,308,0,config,Organization,278,7,222,Python;CMake,4,61,68,12,19,91.17,111.0,1.28,0.24,1.05,1.49,0.34,0.0,0.0,149,ros-teleop/teleop_tools,humble|jazzy|kilted,
mavros,mavlink,MAVLink to ROS gateway with proxy for Ground Control Station,https://github.com/mavlink/mavros,7703,1124,1078,413,mavlink;mavros;mavros-msgs;ros;ros-node;uav,Other,True,True,False,False,False,False,,153,3077,2013-12-12T22:15:28Z,3,240,0,config,Organization,7703,49,1124,C++;Python;CMake;Shell;EmberScript;Jinja;Dockerfile,12,461,568,401,1133,25.52,56.49,20.93,1.23,7.33,7.65,4.15,2.87,0.0,147,mavlink/mavros,humble|jazzy|kilted,
mapviz,swri-robotics,Modular ROS visualization tool for 2D data.,https://github.com/swri-robotics/mapviz,13363,473,158,64,,BSD-3-Clause,True,False,False,False,False,False,,32,896,2014-12-04T17:27:45Z,83,14706,0,code,Organization,13363,19,473,C++;CMake;Python;GLSL,5,576,605,59,196,21.04,109.0,6.64,0.33,1.17,3.5,1.1,0.0,0.0,135,swri-robotics/mapviz,humble|jazzy|kilted,
mola_state_estimation,MOLAorg,MOLA implementations of the virtual state estimation API for robots / vehicles,https://github.com/MOLAorg/mola_state_estimation,743,11,1,1,,GPL-3.0,True,False,False,False,False,True,good first issue,1,306,2023-12-15T10:30:18Z,16,1491,0,code,Organization,743,2,11,C++;Python;CMake;Dockerfile;C;Shell,0,13,13,1,2,5.22,107.19,20.4,0.07,0.07,0.73,12.28,0.0,0.0,15,MOLAorg/mola_state_estimation,humble|jazzy|kilted,
pal_pro_gripper,pal-robotics,,https://github.com/pal-robotics/pal_pro_gripper,4831,0,1,0,,Apache-2.0,True,False,False,False,False,True,good first issue,12,255,2023-06-19T14:28:43Z,5,1,1,other,Organization,4831,6,0,Python;CMake,0,0,0,0,1,,1.03,25.5,1.4,0.1,0.0,0.3,0.0,0.0,10,pal-robotics/pal_pro_gripper,humble,
rqt,ros-visualization,,https://github.com/ros-visualization/rqt,6866,74,75,33,,BSD-3-Clause,False,False,False,False,False,False,,30,1111,2011-10-01T10:16:18Z,0,0,0,other,Organization,6866,16,74,Python;C++;CMake,3,116,140,30,160,74.1,156.33,6.86,0.23,0.46,0.46,0.0,0.0,0.0,162,ros-visualization/rqt,humble|jazzy|kilted,
